outlet_id,source,tier,country,source_type,review_decision,rss_parsed,sitemap_parsed,rss_24h,sitemap_24h,total_24h,rss_unique_24h,sitemap_unique_24h,unique_24h,dedupe_rate,rss_url,sitemap_url,errors
google-metro-chicago,Google Metro: Chicago,2,US,portal,keep_secondary,15,0,15,0,15,15,0,15,0.0000,https://news.google.com/rss/search?q=Chicago%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-detroit,Google Metro: Detroit,2,US,portal,keep_secondary,15,0,15,0,15,15,0,15,0.0000,https://news.google.com/rss/search?q=Detroit%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-delaware,Google State: Delaware,2,US,portal,keep_secondary,15,0,15,0,15,15,0,15,0.0000,https://news.google.com/rss/search?q=Delaware%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-iowa,Google State: Iowa,2,US,portal,keep_secondary,15,0,15,0,15,15,0,15,0.0000,https://news.google.com/rss/search?q=Iowa%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
la-politica-online,La Politica Online,2,Argentina,portal,keep_secondary,100,0,15,0,15,15,0,15,0.0000,https://news.google.com/rss/search?q=site:lapoliticaonline.com&ceid=AR:es-419&hl=es-419&gl=AR,,
politico,Politico,1,US,global,verified_core,39,0,15,0,15,15,0,15,0.0000,https://www.politico.com/rss/politicopicks.xml,,
reuters-argentina-desk,Reuters Argentina Desk,2,Argentina,global,keep_secondary,100,0,15,0,15,15,0,15,0.0000,https://news.google.com/rss/search?q=Argentina+site:reuters.com&ceid=US:en&hl=en-US&gl=US,,
the-daily-beast,The Daily Beast,2,US,portal,keep_secondary,100,0,15,0,15,15,0,15,0.0000,https://news.google.com/rss/search?q=site:thedailybeast.com&ceid=US:en&hl=en-US&gl=US,,
complex,Complex,3,US,portal,keep_secondary,100,0,14,0,14,14,0,14,0.0000,https://news.google.com/rss/search?q=site:complex.com&ceid=US:en&hl=en-US&gl=US,,
el-sur-chile,El Sur Chile,2,Chile,portal,exploratory_off_by_default,100,0,14,0,14,14,0,14,0.0000,https://news.google.com/rss/search?q=site:elsur.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
google-metro-miami,Google Metro: Miami,2,US,portal,keep_secondary,14,0,14,0,14,14,0,14,0.0000,https://news.google.com/rss/search?q=Miami%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-pennsylvania,Google State: Pennsylvania,2,US,portal,keep_secondary,14,0,14,0,14,14,0,14,0.0000,https://news.google.com/rss/search?q=Pennsylvania%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-west-virginia,Google State: West Virginia,2,US,portal,keep_secondary,14,0,14,0,14,14,0,14,0.0000,https://news.google.com/rss/search?q=West%20Virginia%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
nbc-news,NBC News,2,US,global,keep_secondary,25,0,14,0,14,14,0,14,0.0000,http://feeds.nbcnews.com/nbcnews/public/news,,
subrayado,Subrayado,2,Uruguay,portal,keep_secondary,100,0,14,0,14,14,0,14,0.0000,https://news.google.com/rss/search?q=site:subrayado.com.uy&ceid=UY:es-419&hl=es-419&gl=UY,,
vulture,Vulture,3,US,portal,keep_secondary,100,0,14,0,14,14,0,14,0.0000,https://news.google.com/rss/search?q=site:vulture.com&ceid=US:en&hl=en-US&gl=US,,
abc-news,ABC News,2,US,global,keep_secondary,25,0,13,0,13,13,0,13,0.0000,https://abcnews.go.com/abcnews/topstories,,
billboard,Billboard,2,US,portal,keep_secondary,100,0,13,0,13,13,0,13,0.0000,https://news.google.com/rss/search?q=site:billboard.com&ceid=US:en&hl=en-US&gl=US,,
google-state-georgia,Google State: Georgia,2,US,portal,keep_secondary,13,0,13,0,13,13,0,13,0.0000,https://news.google.com/rss/search?q=Georgia%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-oklahoma,Google State: Oklahoma,2,US,portal,keep_secondary,13,0,13,0,13,13,0,13,0.0000,https://news.google.com/rss/search?q=Oklahoma%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
ars-technica,Ars Technica,2,US,global,keep_secondary,20,0,12,0,12,12,0,12,0.0000,http://feeds.arstechnica.com/arstechnica/index,,
bing-us-world-topic,Bing US World Topic,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://www.bing.com/news/search?q=US+world+news&format=RSS&setlang=en-us,,
diario-financiero,Diario Financiero,2,Chile,local,keep_secondary,100,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=site:df.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
financial-times,Financial Times,1,US,global,verified_core,12,0,12,0,12,12,0,12,0.0000,https://www.ft.com/?format=rss,,
google-metro-nashville,Google Metro: Nashville,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Nashville%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-oklahoma-city,Google Metro: Oklahoma City,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Oklahoma%20City%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-alaska,Google State: Alaska,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Alaska%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-connecticut,Google State: Connecticut,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Connecticut%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-indiana,Google State: Indiana,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Indiana%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-maine,Google State: Maine,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Maine%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-nevada,Google State: Nevada,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Nevada%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-ohio,Google State: Ohio,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Ohio%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-wisconsin,Google State: Wisconsin,2,US,portal,keep_secondary,12,0,12,0,12,12,0,12,0.0000,https://news.google.com/rss/search?q=Wisconsin%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
bing-argentina-topic,Bing Argentina Topic,2,Argentina,portal,keep_secondary,11,0,11,0,11,11,0,11,0.0000,https://www.bing.com/news/search?q=Argentina+noticias&format=RSS&setlang=es,,
bing-chile-topic,Bing Chile Topic,2,Chile,portal,keep_secondary,11,0,11,0,11,11,0,11,0.0000,https://www.bing.com/news/search?q=Chile+noticias&format=RSS&setlang=es,,
boston-globe,Boston Globe,2,US,portal,keep_secondary,100,0,11,0,11,11,0,11,0.0000,https://news.google.com/rss/search?q=site:bostonglobe.com&ceid=US:en&hl=en-US&gl=US,,
google-metro-san-jose,Google Metro: San Jose,2,US,portal,keep_secondary,11,0,11,0,11,11,0,11,0.0000,https://news.google.com/rss/search?q=San%20Jose%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-rhode-island,Google State: Rhode Island,2,US,portal,keep_secondary,11,0,11,0,11,11,0,11,0.0000,https://news.google.com/rss/search?q=Rhode%20Island%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-uruguay-detail-world,Google Uruguay Detail: world,2,Uruguay,portal,keep_secondary,11,0,11,0,11,11,0,11,0.0000,https://news.google.com/rss/search?q=Uruguay%20sociedad%20hoy%20when%3A1d&ceid=UY:es-419&hl=es-419&gl=UY,,
telemundo-uy,Telemundo UY,2,Uruguay,portal,keep_secondary,100,0,11,0,11,11,0,11,0.0000,https://news.google.com/rss/search?q=site:teledoce.com&ceid=UY:es-419&hl=es-419&gl=UY,,
the-atlantic,The Atlantic,2,US,global,keep_secondary,25,0,11,0,11,11,0,11,0.0000,https://www.theatlantic.com/feed/all/,,
bae-negocios,BAE Negocios,2,Argentina,portal,keep_secondary,100,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=site:baenegocios.com&ceid=AR:es-419&hl=es-419&gl=AR,,
clarin,Clarin,1,Argentina,local,verified_core,10,0,10,0,10,10,0,10,0.0000,https://www.clarin.com/rss/lo-ultimo/,,
dallas-morning-news,Dallas Morning News,2,US,portal,keep_secondary,100,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=site:dallasnews.com&ceid=US:en&hl=en-US&gl=US,,
denver-post,Denver Post,2,US,portal,keep_secondary,100,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=site:denverpost.com&ceid=US:en&hl=en-US&gl=US,,
fortune,Fortune,2,US,global,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://fortune.com/feed,,
google-metro-boston,Google Metro: Boston,2,US,portal,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=Boston%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-charlotte,Google Metro: Charlotte,2,US,portal,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=Charlotte%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-fort-worth,Google Metro: Fort Worth,2,US,portal,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=Fort%20Worth%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-phoenix,Google Metro: Phoenix,2,US,portal,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=Phoenix%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-tampa,Google Metro: Tampa,2,US,portal,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=Tampa%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-massachusetts,Google State: Massachusetts,2,US,portal,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=Massachusetts%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-missouri,Google State: Missouri,2,US,portal,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=Missouri%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-wyoming,Google State: Wyoming,2,US,portal,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=Wyoming%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
marketwatch,MarketWatch,2,US,global,keep_secondary,10,0,10,0,10,10,0,10,0.0000,http://feeds.marketwatch.com/marketwatch/topstories/,,
miami-herald,Miami Herald,2,US,portal,keep_secondary,100,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=site:miamiherald.com&ceid=US:en&hl=en-US&gl=US,,
national-review,National Review,3,US,global,keep_secondary,20,0,10,0,10,10,0,10,0.0000,https://www.nationalreview.com/feed/,,
npr,NPR,2,US,global,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://feeds.npr.org/1001/rss.xml,https://www.npr.org/sitemaps/sitemap-index.xml,sitemap:err:The operation was aborted.
philadelphia-inquirer,Philadelphia Inquirer,2,US,portal,keep_secondary,100,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=site:inquirer.com&ceid=US:en&hl=en-US&gl=US,,
san-jose-mercury-news,San Jose Mercury News,2,US,portal,keep_secondary,100,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=site:mercurynews.com&ceid=US:en&hl=en-US&gl=US,,
star-tribune,Star Tribune,2,US,portal,keep_secondary,100,0,10,0,10,10,0,10,0.0000,https://news.google.com/rss/search?q=site:startribune.com&ceid=US:en&hl=en-US&gl=US,,
the-new-yorker,The New Yorker,2,US,global,keep_secondary,50,0,10,0,10,10,0,10,0.0000,https://www.newyorker.com/feed/everything,,
the-verge,The Verge,2,US,global,keep_secondary,10,0,10,0,10,10,0,10,0.0000,https://www.theverge.com/rss/index.xml,,
bing-uruguay-topic,Bing Uruguay Topic,2,Uruguay,portal,keep_secondary,11,0,9,0,9,9,0,9,0.0000,https://www.bing.com/news/search?q=Uruguay+noticias&format=RSS&setlang=es,,
la-capital-rosario,La Capital Rosario,2,Argentina,portal,keep_secondary,100,0,9,0,9,9,0,9,0.0000,https://news.google.com/rss/search?q=site:lacapital.com.ar&ceid=AR:es-419&hl=es-419&gl=AR,,
san-francisco-chronicle,San Francisco Chronicle,2,US,portal,keep_secondary,100,0,9,0,9,9,0,9,0.0000,https://news.google.com/rss/search?q=site:sfchronicle.com&ceid=US:en&hl=en-US&gl=US,,
tampa-bay-times,Tampa Bay Times,2,US,portal,keep_secondary,100,0,9,0,9,9,0,9,0.0000,https://news.google.com/rss/search?q=site:tampabay.com&ceid=US:en&hl=en-US&gl=US,,
chicago-tribune,Chicago Tribune,2,US,portal,keep_secondary,100,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=site:chicagotribune.com&ceid=US:en&hl=en-US&gl=US,,
google-metro-baltimore,Google Metro: Baltimore,2,US,portal,keep_secondary,8,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=Baltimore%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-arizona,Google State: Arizona,2,US,portal,keep_secondary,8,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=Arizona%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-maryland,Google State: Maryland,2,US,portal,keep_secondary,8,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=Maryland%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-montana,Google State: Montana,2,US,portal,keep_secondary,8,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=Montana%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-utah,Google State: Utah,2,US,portal,keep_secondary,8,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=Utah%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
gq,GQ,3,US,portal,keep_secondary,100,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=site:gq.com&ceid=US:en&hl=en-US&gl=US,,
montevideo-portal,Montevideo Portal,2,Uruguay,local,keep_secondary,8,0,8,0,8,8,0,8,0.0000,https://www.montevideo.com.uy/anxml.aspx?59,,
reason,Reason,3,US,portal,keep_secondary,100,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=site:reason.com&ceid=US:en&hl=en-US&gl=US,,
semafor,Semafor,2,US,portal,keep_secondary,100,0,8,0,8,8,0,8,0.0000,https://news.google.com/rss/search?q=site:semafor.com&ceid=US:en&hl=en-US&gl=US,,
washington-post,Washington Post,1,US,global,verified_core,12,0,8,0,8,8,0,8,0.0000,https://feeds.washingtonpost.com/rss/politics,,
austin-american-statesman,Austin American-Statesman,2,US,portal,exploratory_off_by_default,100,0,7,0,7,7,0,7,0.0000,https://news.google.com/rss/search?q=site:statesman.com&ceid=US:en&hl=en-US&gl=US,,
bing-latam-topic,Bing LATAM Topic,2,LATAM,portal,keep_secondary,10,0,7,0,7,7,0,7,0.0000,https://www.bing.com/news/search?q=Latinoamerica+noticias&format=RSS&setlang=es,,
christian-science-monitor,Christian Science Monitor,2,US,portal,keep_secondary,100,0,7,0,7,7,0,7,0.0000,https://news.google.com/rss/search?q=site:csmonitor.com&ceid=US:en&hl=en-US&gl=US,,
google-metro-denver,Google Metro: Denver,2,US,portal,keep_secondary,7,0,7,0,7,7,0,7,0.0000,https://news.google.com/rss/search?q=Denver%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-jacksonville,Google Metro: Jacksonville,2,US,portal,keep_secondary,7,0,7,0,7,7,0,7,0.0000,https://news.google.com/rss/search?q=Jacksonville%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-louisville,Google Metro: Louisville,2,US,portal,keep_secondary,7,0,7,0,7,7,0,7,0.0000,https://news.google.com/rss/search?q=Louisville%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-kentucky,Google State: Kentucky,2,US,portal,keep_secondary,7,0,7,0,7,7,0,7,0.0000,https://news.google.com/rss/search?q=Kentucky%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
esquire,Esquire,3,US,portal,keep_secondary,100,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=site:esquire.com&ceid=US:en&hl=en-US&gl=US,,
google-metro-columbus,Google Metro: Columbus,2,US,portal,keep_secondary,6,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=Columbus%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-louisiana,Google State: Louisiana,2,US,portal,keep_secondary,6,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=Louisiana%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-mississippi,Google State: Mississippi,2,US,portal,keep_secondary,6,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=Mississippi%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-us-latam-focus-chile-markets-us,Google US LATAM Focus: chile-markets-us,2,US,portal,keep_secondary,6,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=Chile%20copper%20markets%20inflation%20rates%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
pauta,Pauta,2,Chile,portal,keep_secondary,100,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=site:pauta.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
scripps-news,Scripps News,2,US,portal,keep_secondary,100,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=site:scrippsnews.com&ceid=US:en&hl=en-US&gl=US,,
space-com,Space.com,2,US,portal,keep_secondary,100,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=site:space.com&ceid=US:en&hl=en-US&gl=US,,
t13-chile,T13 Chile,2,Chile,portal,keep_secondary,100,0,6,0,6,6,0,6,0.0000,https://news.google.com/rss/search?q=site:t13.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
vox,Vox,2,US,global,keep_secondary,10,0,6,0,6,6,0,6,0.0000,https://www.vox.com/rss/index.xml,,
bing-argentina-detail-business,Bing Argentina Detail: business,2,Argentina,portal,keep_secondary,12,0,5,0,5,5,0,5,0.0000,https://www.bing.com/news/search?q=Argentina%20economia%20hoy&format=RSS&setlang=es,,
google-metro-arlington,Google Metro: Arlington,2,US,portal,keep_secondary,5,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=Arlington%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-aurora,Google Metro: Aurora,2,US,portal,keep_secondary,5,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=Aurora%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-arkansas,Google State: Arkansas,2,US,portal,keep_secondary,5,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=Arkansas%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-tennessee,Google State: Tennessee,2,US,portal,keep_secondary,5,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=Tennessee%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-us-latam-focus-argentina-elections-us,Google US LATAM Focus: argentina-elections-us,2,US,portal,keep_secondary,5,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=Argentina%20election%20congress%20senate%20latest%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
mother-jones,Mother Jones,2,US,portal,exploratory_off_by_default,100,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=site:motherjones.com&ceid=US:en&hl=en-US&gl=US,,
propublica,ProPublica,2,US,portal,keep_secondary,100,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=site:propublica.org&ceid=US:en&hl=en-US&gl=US,,
reuters-chile-desk,Reuters Chile Desk,2,Chile,global,keep_secondary,100,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=Chile+site:reuters.com&ceid=US:en&hl=en-US&gl=US,,
stat-news,STAT News,2,US,portal,keep_secondary,100,0,5,0,5,5,0,5,0.0000,https://news.google.com/rss/search?q=site:statnews.com&ceid=US:en&hl=en-US&gl=US,,
busqueda,Busqueda,2,Uruguay,local,keep_secondary,100,0,4,0,4,4,0,4,0.0000,https://news.google.com/rss/search?q=site:busqueda.com.uy&ceid=UY:es-419&hl=es-419&gl=UY,,
el-mercurio-cl,El Mercurio CL,2,Chile,portal,exploratory_off_by_default,100,0,4,0,4,4,0,4,0.0000,https://news.google.com/rss/search?q=site:elmercurio.com&ceid=CL:es-419&hl=es-419&gl=CL,,
el-observador,El Observador,1,Uruguay,local,verified_core,100,0,4,0,4,4,0,4,0.0000,https://news.google.com/rss/search?q=site:elobservador.com.uy&ceid=UY:es-419&hl=es-419&gl=UY,,
el-pais-uy,El Pais UY,1,Uruguay,local,verified_core,100,0,4,0,4,4,0,4,0.0000,https://news.google.com/rss/search?q=site:elpais.com.uy&ceid=UY:es-419&hl=es-419&gl=UY,https://www.elpais.com.uy/sitemap.xml,
google-metro-honolulu,Google Metro: Honolulu,2,US,portal,keep_secondary,4,0,4,0,4,4,0,4,0.0000,https://news.google.com/rss/search?q=Honolulu%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-omaha,Google Metro: Omaha,2,US,portal,keep_secondary,4,0,4,0,4,4,0,4,0.0000,https://news.google.com/rss/search?q=Omaha%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-nebraska,Google State: Nebraska,2,US,portal,keep_secondary,4,0,4,0,4,4,0,4,0.0000,https://news.google.com/rss/search?q=Nebraska%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
quartz,Quartz,2,US,portal,keep_secondary,100,0,4,0,4,4,0,4,0.0000,https://news.google.com/rss/search?q=site:qz.com&ceid=US:en&hl=en-US&gl=US,,
bing-argentina-detail-politics,Bing Argentina Detail: politics,2,Argentina,portal,keep_secondary,11,0,3,0,3,3,0,3,0.0000,https://www.bing.com/news/search?q=Argentina%20politica%20hoy&format=RSS&setlang=es,,
bing-chile-detail-business,Bing Chile Detail: business,2,Chile,portal,keep_secondary,12,0,3,0,3,3,0,3,0.0000,https://www.bing.com/news/search?q=Chile%20economia%20hoy&format=RSS&setlang=es,,
google-metro-albuquerque,Google Metro: Albuquerque,2,US,portal,keep_secondary,3,0,3,0,3,3,0,3,0.0000,https://news.google.com/rss/search?q=Albuquerque%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-cleveland,Google Metro: Cleveland,2,US,portal,keep_secondary,3,0,3,0,3,3,0,3,0.0000,https://news.google.com/rss/search?q=Cleveland%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-el-paso,Google Metro: El Paso,2,US,portal,keep_secondary,3,0,3,0,3,3,0,3,0.0000,https://news.google.com/rss/search?q=El%20Paso%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-portland,Google Metro: Portland,2,US,portal,keep_secondary,3,0,3,0,3,3,0,3,0.0000,https://news.google.com/rss/search?q=Portland%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-raleigh,Google Metro: Raleigh,2,US,portal,keep_secondary,3,0,3,0,3,3,0,3,0.0000,https://news.google.com/rss/search?q=Raleigh%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
